altimeter_type,file_cycle,year_fraction,observations,weighted_observations,GMSL,GMSL_sd,GMSL_smoothed,GMSL_GIA_applied,GMSL_GIA_applied_sd,GMSL_GIA_smoothed,GMSL_GIA_smoothed_removed,GMSL_smoothed_removed
0,1127,2023.309774,456396,328882.81,51.33,86.65,51.93,58.74,86.45,59.34,63.05,55.65
0,1128,2023.33694,464132,336058.5,51.43,85.66,52.42,58.86,85.62,59.83,63.87,56.46
0,1129,2023.364106,448206,324019.5,54.28,86.68,53.15,61.74,86.77,60.57,64.84,57.43
0,1130,2023.391272,465082,336303.81,53.4,85.39,54.0,60.8,85.48,61.42,65.79,58.37
0,1131,2023.418439,461816,334760.31,55.57,85.34,54.93,62.98,85.41,62.35,66.64,59.23
0,1132,2023.445605,465020,337098.5,54.53,83.54,56.02,61.93,83.85,63.44,67.45,60.04
0,1133,2023.472771,466150,338434.0,56.2,83.09,57.35,63.63,83.46,64.77,68.29,60.87
0,1134,2023.499937,456272,333912.09,59.22,83.38,58.94,66.65,83.73,66.36,69.16,61.75
0,1135,2023.527103,463380,337323.59,61.07,84.03,60.71,68.47,84.38,68.14,70.04,62.62
0,1136,2023.554269,459734,336554.5,61.01,84.82,62.54,68.44,85.28,69.98,70.83,63.39
0,1137,2023.581436,454331,333943.91,65.35,85.88,64.28,72.8,86.39,71.73,71.43,63.99
0,1138,2023.608602,455370,335585.0,68.37,85.8,65.75,75.86,86.55,73.22,71.75,64.29
0,1139,2023.635768,450104,333165.41,66.58,86.09,66.93,74.07,86.7,74.41,71.81,64.34
0,1140,2023.662934,450716,334524.91,68.48,88.64,67.94,75.96,89.41,75.42,71.81,64.34
0,1141,2023.6901,447590,332007.0,66.55,89.88,69.01,74.05,90.72,76.49,72.05,64.58
0,1142,2023.717266,451156,332933.81,69.79,90.2,70.16,77.26,90.9,77.64,72.6,65.13
0,1143,2023.744432,454880,336108.69,72.21,91.28,70.9,79.68,92.15,78.38,72.99,65.52
0,1144,2023.771599,452869,334311.81,74.69,94.05,71.28,82.19,94.99,78.76,73.29,65.82
0,1145,2023.798765,447945,330121.0,76.42,95.6,71.44,83.85,96.46,78.92,73.63,66.15
0,1146,2023.825931,455290,333812.19,69.74,98.64,71.5,77.24,99.5,78.99,74.11,66.62
0,1147,2023.853097,457579,334789.81,70.69,98.7,71.51,78.21,99.53,79.0,74.71,67.21
